customer_id,gender,age,payment_method
C106065,Female,64,Debit Card
C106066,Female,57,Cash
C106068,Female,29,Cash
C106070,Female,25,Cash
C106071,Female,22,Credit Card
C106072,Male,25,Debit Card
C106074,Male,36,Debit Card
C106079,Female,36,Cash
C106080,Female,68,Debit Card
C106081,Female,22,Credit Card
C106086,Male,26,Cash
C106094,Female,46,Debit Card
C106095,Male,67,Credit Card
C106099,Female,20,Debit Card
C106101,Male,30,Debit Card
C106108,Male,67,Credit Card
C106111,Female,64,Cash
C106114,Female,39,Credit Card
C106117,Female,58,Cash
C106121,Female,44,Credit Card
C106123,Female,23,Credit Card
C106124,Male,68,Cash
C106128,Male,49,Cash
C106129,Female,67,Cash
C106130,Male,35,Cash
C106131,Male,59,Debit Card
C106132,Male,67,Credit Card
C106133,Female,21,Credit Card
C106137,Male,62,Credit Card
C106139,Female,40,Cash
C106142,Female,43,Credit Card
C106143,Male,54,Debit Card
C106148,Female,59,Credit Card
C106150,Male,40,Credit Card
C106153,Male,30,Cash
C106154,Male,64,Credit Card
C106160,Female,29,Cash
C106169,Male,37,Cash
C106172,Female,18,Debit Card
C106174,Male,49,Credit Card
C106178,Male,46,Cash
C106179,Female,48,Cash
C106181,Male,40,Debit Card
C106184,Male,39,Cash
C106188,Female,27,Cash
C106191,Male,43,Credit Card
C106192,Female,59,Debit Card
C106196,Female,18,Cash
C106200,Female,66,Credit Card
C106202,Female,61,Cash
C106207,Male,40,Cash
C106209,Male,23,Credit Card
C106211,Female,39,Credit Card
C106218,Male,49,Debit Card
C106220,Female,38,Cash
C106221,Female,28,Credit Card
C106224,Male,35,Cash
C106225,Female,55,Debit Card
C106229,Female,56,Cash
C106231,Male,44,Debit Card
C106240,Male,43,Credit Card
C106241,Female,53,Credit Card
C106255,Male,32,Cash
C106256,Male,18,Cash
C106279,Female,57,Cash
C106280,Female,18,Credit Card
C106282,Female,37,Credit Card
C106291,Female,37,Cash
C106292,Female,35,Credit Card
C106299,Male,63,Credit Card
C106300,Female,25,Cash
C106302,Female,35,Cash
C106310,Female,56,Cash
C106311,Male,39,Credit Card
C106313,Female,52,Cash
C106314,Female,22,Debit Card
C106321,Male,39,Cash
C106324,Female,65,Debit Card
C106327,Male,27,Debit Card
C106328,Female,54,Debit Card
C106332,Male,66,Cash
C106333,Female,19,Cash
C106337,Male,28,Cash
C106338,Female,61,Cash
C106340,Male,60,Cash
C106349,Male,20,Debit Card
C106353,Male,66,Debit Card
C106355,Female,52,Credit Card
C106356,Male,30,Debit Card
C106357,Female,38,Cash
C106358,Female,33,Credit Card
C106359,Female,37,Cash
C106361,Female,69,Credit Card
C106370,Female,27,Cash
C106376,Female,62,Debit Card
C106377,Female,20,Debit Card
C106379,Female,26,Credit Card
C106383,Female,65,Cash
C106384,Male,49,Cash
C106387,Male,39,Credit Card
C106392,Male,32,Credit Card
C106393,Male,50,Cash
C106397,Male,47,Cash
C106399,Female,30,Debit Card
C106400,Female,60,Cash
C106404,Male,50,Cash
C106405,Male,55,Credit Card
C106406,Female,68,Credit Card
C106407,Female,32,Cash
C106409,Male,55,Cash
C106414,Female,60,Credit Card
C106415,Female,60,Cash
C106419,Female,32,Cash
C106420,Female,23,Credit Card
C106435,Female,22,Cash
C106439,Male,65,Cash
C106441,Female,23,Cash
C106442,Female,67,Cash
C106444,Male,48,Cash
C106446,Female,65,Credit Card
C106448,Female,31,Cash
C106452,Female,23,Cash
C106453,Male,66,Credit Card
C106455,Female,68,Cash
C106457,Female,36,Cash
C106461,Female,43,Debit Card
C106464,Male,47,Cash
C106474,Female,22,Credit Card
C106482,Male,32,Debit Card
C106483,Female,30,Credit Card
C106484,Female,50,Debit Card
C106485,Female,25,Cash
C106487,Male,69,Cash
C106496,Male,43,Cash
C106497,Male,30,Debit Card
C106498,Male,29,Credit Card
C106500,Female,28,Credit Card
C106506,Male,48,Cash
C106509,Male,23,Credit Card
C106511,Female,29,Debit Card
C106514,Male,55,Cash
C106517,Female,64,Credit Card
C106518,Male,64,Cash
C106521,Female,65,Credit Card
C106528,Female,37,Cash
C106531,Female,62,Credit Card
C106535,Female,33,Credit Card
C106538,Female,33,Debit Card
C106543,Female,64,Credit Card
C106545,Male,63,Credit Card
C106546,Male,37,Debit Card
C106548,Female,64,Credit Card
C106552,Female,21,Cash
C106556,Female,43,Credit Card
C106559,Male,23,Credit Card
C106566,Male,67,Cash
C106567,Male,64,Debit Card
C106570,Female,64,Debit Card
C106571,Male,57,Cash
C106573,Female,33,Debit Card
C106574,Male,47,Debit Card
C106580,Female,61,Credit Card
C106583,Female,56,Credit Card
C106585,Female,56,Credit Card
C106586,Female,34,Cash
C106588,Female,54,Cash
C106594,Male,42,Cash
C106598,Female,26,Cash
C106600,Female,19,Credit Card
C106601,Female,46,Cash
C106603,Male,45,Cash
C106606,Male,61,Cash
C106608,Male,67,Credit Card
C106614,Male,65,Cash
C106620,Male,33,Cash
C106627,Female,54,Debit Card
C106631,Female,65,Cash
C106636,Male,23,Cash
C106637,Male,42,Credit Card
C106638,Female,29,Cash
C106640,Female,57,Debit Card
C106643,Female,52,Credit Card
C106644,Female,37,Debit Card
C106645,Male,51,Credit Card
C106652,Male,27,Credit Card
C106655,Female,45,Credit Card
C106657,Female,41,Credit Card
C106662,Female,29,Cash
C106669,Female,18,Debit Card
C106670,Female,44,Debit Card
C106674,Female,58,Credit Card
C106678,Male,20,Credit Card
C106679,Male,67,Cash
C106681,Male,56,Debit Card
C106684,Female,62,Credit Card
C106686,Male,61,Credit Card
C106692,Female,63,Cash
C106693,Female,64,Credit Card
C106694,Male,49,Credit Card
C106697,Female,25,Cash
C106698,Male,22,Credit Card
C106699,Male,62,Cash
C106702,Male,60,Cash
C106704,Female,64,Cash
C106707,Male,57,Credit Card
C106708,Female,52,Credit Card
C106712,Female,19,Debit Card
C106715,Female,66,Cash
C106723,Male,19,Cash
C106724,Male,18,Debit Card
C106725,Male,38,Debit Card
C106727,Male,25,Cash
C106728,Female,30,Debit Card
C106729,Male,65,Debit Card
C106730,Female,35,Credit Card
C106734,Male,68,Cash
C106735,Female,43,Debit Card
C106738,Male,37,Credit Card
C106742,Male,44,Debit Card
C106744,Female,45,Cash
C106747,Female,62,Debit Card
C106753,Male,26,Cash
C106755,Female,50,Cash
C106757,Female,67,Credit Card
C106758,Female,62,Credit Card
C106760,Female,68,Credit Card
C106762,Male,21,Debit Card
C106771,Female,26,Debit Card
C106773,Female,50,Cash
C106775,Female,68,Credit Card
C106776,Female,30,Credit Card
C106777,Male,29,Cash
C106784,Male,41,Debit Card
C106792,Male,29,Cash
C106794,Male,34,Debit Card
C106796,Female,21,Cash
C106798,Female,26,Cash
C106802,Male,58,Cash
C106806,Male,23,Cash
C106816,Female,19,Credit Card
C106817,Male,47,Cash
C106819,Female,28,Credit Card
C106826,Female,37,Debit Card
C106828,Male,52,Credit Card
C106829,Female,19,Credit Card
C106831,Female,28,Credit Card
C106834,Female,57,Cash
C106836,Female,48,Credit Card
C106837,Female,46,Debit Card
C106840,Male,37,Debit Card
C106842,Female,27,Cash
C106843,Female,28,Debit Card
C106844,Male,32,Cash
C106854,Female,67,Credit Card
C106858,Female,43,Cash
C106861,Female,30,Credit Card
C106865,Female,62,Cash
C106868,Female,19,Cash
C106869,Male,49,Cash
C106870,Female,25,Cash
C106872,Male,33,Credit Card
C106874,Female,41,Credit Card
C106878,Female,52,Cash
C106884,Female,33,Debit Card
C106885,Male,64,Credit Card
C106887,Female,45,Cash
C106890,Female,55,Debit Card
C106891,Male,41,Credit Card
C106893,Male,21,Cash
C106904,Male,52,Debit Card
C106906,Female,50,Cash
C106908,Female,19,Cash
C106914,Female,19,Cash
C106921,Female,63,Debit Card
C106929,Female,30,Debit Card
C106935,Male,46,Debit Card
C106937,Male,69,Cash
C106944,Female,32,Debit Card
C106947,Female,43,Cash
C106949,Male,55,Credit Card
C106950,Male,51,Cash
C106951,Female,61,Cash
C106954,Male,55,Cash
C106955,Male,58,Cash
C106960,Female,48,Credit Card
C106962,Female,44,Cash
C106963,Female,38,Cash
C106966,Male,61,Debit Card
C106974,Female,26,Credit Card
C106981,Female,38,Cash
C106987,Male,61,Credit Card
C106989,Female,37,Debit Card
C106996,Female,22,Credit Card
C107000,Female,63,Credit Card
C107005,Female,62,Cash
C107006,Female,34,Cash
C107008,Female,43,Debit Card
C107013,Male,60,Cash
C107015,Female,40,Debit Card
C107022,Male,61,Credit Card
C107023,Male,60,Cash
C107028,Male,21,Credit Card
C107031,Female,69,Cash
C107037,Female,27,Credit Card
C107053,Female,46,Debit Card
C107056,Female,43,Debit Card
C107058,Male,30,Debit Card
C107060,Male,23,Cash
C107063,Male,63,Cash
C107065,Male,65,Debit Card
C107073,Female,22,Cash
C107080,Male,44,Cash
C107092,Female,42,Credit Card
C107096,Female,60,Cash
C107097,Female,44,Credit Card
C107098,Female,62,Cash
C107100,Female,62,Cash
C107103,Female,50,Debit Card
C107106,Male,26,Cash
C107112,Female,42,Cash
C107113,Female,33,Cash
C107114,Male,21,Cash
C107117,Female,31,Cash
C107119,Male,49,Credit Card
C107120,Male,68,Debit Card
C107121,Female,57,Credit Card
C107127,Female,21,Credit Card
C107134,Male,55,Credit Card
C107139,Female,68,Cash
C107150,Female,64,Cash
C107152,Female,44,Cash
C107155,Male,57,Credit Card
C107163,Female,57,Cash
C107166,Female,68,Credit Card
C107169,Female,33,Cash
C107170,Female,53,Debit Card
C107171,Female,47,Cash
C107176,Male,54,Debit Card
C107182,Female,46,Credit Card
C107185,Female,49,Credit Card
C107187,Female,38,Debit Card
C107188,Male,39,Credit Card
C107191,Male,35,Credit Card
C107192,Male,52,Credit Card
C107198,Female,22,Cash
C107204,Male,53,Debit Card
C107207,Female,30,Cash
C107209,Female,32,Cash
C107210,Female,62,Credit Card
C107212,Male,67,Cash
C107215,Male,62,Cash
C107216,Female,49,Credit Card
C107220,Female,55,Credit Card
C107221,Female,59,Cash
C107222,Female,53,Cash
C107223,Female,66,Cash
C107227,Male,50,Debit Card
C107228,Male,44,Credit Card
C107231,Male,60,Cash
C107234,Male,68,Cash
C107235,Male,54,Cash
C107240,Male,48,Credit Card
C107245,Male,23,Cash
C107252,Female,38,Cash
C107253,Male,26,Credit Card
C107256,Male,27,Credit Card
C107258,Female,65,Cash
C107261,Female,63,Credit Card
C107263,Female,49,Cash
C107266,Male,43,Cash
C107267,Female,28,Debit Card
C107268,Female,23,Cash
C107279,Female,23,Cash
C107280,Female,39,Credit Card
C107281,Male,43,Cash
C107282,Male,32,Debit Card
C107283,Female,38,Cash
C107284,Female,52,Credit Card
C107285,Female,26,Cash
C107289,Female,35,Credit Card
C107293,Female,19,Cash
C107300,Female,51,Cash
C107302,Female,69,Debit Card
C107305,Female,52,Debit Card
C107312,Female,61,Cash
C107313,Female,18,Cash
C107314,Male,34,Credit Card
C107317,Male,57,Debit Card
C107319,Female,24,Credit Card
C107320,Male,52,Cash
C107321,Female,44,Cash
C107325,Female,62,Credit Card
C107329,Male,61,Credit Card
C107332,Female,44,Debit Card
C107338,Female,36,Credit Card
C107341,Female,45,Cash
C107345,Male,39,Credit Card
C107347,Male,61,Cash
C107349,Female,34,Cash
C107352,Female,40,Cash
C107354,Female,64,Cash
C107356,Male,25,Credit Card
C107358,Female,41,Debit Card
C107364,Male,33,Cash
C107365,Female,59,Cash
C107367,Male,57,Debit Card
C107370,Female,48,Credit Card
C107371,Female,48,Credit Card
C107372,Male,41,Credit Card
C107378,Male,54,Credit Card
C107383,Female,62,Cash
C107384,Male,63,Cash
C107390,Male,60,Cash
C107395,Female,39,Credit Card
C107397,Female,52,Credit Card
C107398,Female,55,Credit Card
C107399,Male,45,Credit Card
C107400,Female,58,Cash
C107403,Female,45,Cash
C107412,Female,55,Debit Card
C107414,Male,63,Cash
C107418,Female,52,Debit Card
C107419,Male,20,Debit Card
C107420,Female,54,Cash
C107424,Female,18,Debit Card
C107425,Female,49,Cash
C107426,Male,46,Cash
C107427,Male,35,Debit Card
C107432,Female,55,Credit Card
C107436,Female,33,Cash
C107444,Male,68,Debit Card
C107448,Male,62,Cash
C107453,Female,60,Cash
C107458,Male,61,Debit Card
C107460,Female,65,Debit Card
C107461,Female,30,Cash
C107462,Female,69,Cash
C107464,Female,68,Credit Card
C107466,Female,63,Debit Card
C107467,Female,26,Cash
C107468,Male,64,Credit Card
C107469,Male,42,Cash
C107472,Female,65,Cash
C107474,Female,35,Debit Card
C107482,Male,31,Credit Card
C107486,Male,44,Credit Card
C107489,Female,19,Cash
C107498,Female,39,Credit Card
C107499,Male,37,Credit Card
C107501,Female,42,Cash
C107503,Male,40,Debit Card
C107507,Female,26,Debit Card
C107515,Female,30,Cash
C107516,Male,59,Debit Card
C107518,Female,48,Credit Card
C107520,Female,67,Debit Card
C107525,Male,42,Debit Card
C107527,Male,19,Credit Card
C107529,Male,66,Debit Card
C107530,Female,52,Credit Card
C107540,Female,22,Cash
C107542,Female,64,Credit Card
C107545,Female,68,Credit Card
C107549,Male,57,Credit Card
C107553,Male,23,Cash
C107557,Female,63,Credit Card
C107559,Female,65,Credit Card
C107563,Female,28,Cash
C107564,Female,28,Debit Card
C107568,Female,60,Cash
C107573,Male,33,Credit Card
C107575,Male,44,Cash
C107580,Female,60,Cash
C107582,Male,18,Cash
C107586,Female,33,Cash
C107594,Female,32,Debit Card
C107596,Female,32,Cash
C107598,Male,69,Cash
C107602,Female,41,Debit Card
C107604,Female,57,Credit Card
C107605,Female,47,Cash
C107606,Female,19,Cash
C107608,Male,28,Debit Card
C107610,Female,48,Debit Card
C107612,Male,52,Cash
C107616,Female,69,Debit Card
C107629,Female,24,Cash
C107632,Male,20,Cash
C107634,Male,22,Cash
C107640,Male,61,Credit Card
C107642,Female,49,Credit Card
C107643,Female,67,Credit Card
C107645,Female,19,Cash
C107646,Female,21,Debit Card
C107653,Male,46,Debit Card
C107655,Male,30,Cash
C107659,Female,19,Cash
C107663,Female,41,Cash
C107667,Male,48,Debit Card
C107668,Female,22,Credit Card
C107681,Female,20,Credit Card
C107684,Male,65,Cash
C107686,Female,44,Credit Card
C107688,Male,42,Credit Card
C107689,Female,41,Cash
C107690,Female,29,Debit Card
C107693,Male,48,Debit Card
C107694,Male,37,Credit Card
C107703,Male,49,Debit Card
C107704,Female,37,Cash
C107706,Female,41,Cash
C107709,Male,44,Cash
C107710,Female,18,Cash
C107712,Female,62,Credit Card
C107714,Male,35,Credit Card
C107718,Male,67,Cash
C107721,Female,28,Cash
C107726,Male,34,Credit Card
C107728,Female,53,Debit Card
C107732,Male,18,Cash
C107735,Female,21,Credit Card
C107736,Female,23,Cash
C107741,Female,18,Credit Card
C107755,Male,62,Cash
C107758,Female,28,Debit Card
C107766,Male,19,Credit Card
C107767,Female,21,Credit Card
C107770,Female,41,Cash
C107774,Female,18,Cash
C107776,Male,52,Credit Card
C107777,Male,24,Debit Card
C107780,Female,46,Cash
C107783,Female,66,Cash
C107785,Male,55,Cash
C107792,Female,56,Credit Card
C107796,Male,59,Cash
C107797,Female,55,Cash
C107800,Female,28,Cash
C107801,Male,67,Credit Card
C107805,Female,38,Cash
C107807,Female,21,Credit Card
C107810,Male,22,Cash
C107818,Male,34,Credit Card
C107821,Male,39,Cash
C107826,Male,26,Cash
C107827,Male,63,Credit Card
C107828,Female,54,Cash
C107829,Female,44,Debit Card
C107831,Male,54,Cash
C107832,Female,27,Credit Card
C107835,Male,49,Credit Card
C107836,Female,41,Credit Card
C107837,Female,39,Cash
C107838,Female,62,Debit Card
C107851,Male,46,Cash
C107852,Female,50,Debit Card
C107857,Female,59,Credit Card
C107863,Female,27,Cash
C107866,Female,21,Credit Card
C107872,Female,69,Credit Card
C107881,Female,53,Credit Card
C107883,Female,46,Credit Card
C107885,Male,69,Cash
C107886,Male,19,Cash
C107887,Female,22,Debit Card
C107890,Female,32,Cash
C107894,Female,56,Cash
C107899,Male,32,Debit Card
C107904,Female,19,Cash
C107907,Male,41,Credit Card
C107911,Male,24,Debit Card
C107916,Female,51,Cash
C107918,Female,35,Cash
C107919,Male,44,Cash
C107924,Male,23,Cash
C107927,Female,53,Debit Card
C107930,Male,54,Cash
C107934,Female,27,Debit Card
C107937,Female,37,Cash
C107940,Female,62,Cash
C107944,Male,41,Debit Card
C107945,Female,28,Cash
C107947,Female,36,Credit Card
C107948,Male,29,Debit Card
C107952,Male,63,Cash
C107960,Male,58,Credit Card
C107969,Male,62,Cash
C107977,Female,50,Cash
C107979,Female,32,Cash
C107981,Male,63,Cash
C107983,Male,24,Cash
C107987,Male,64,Cash
C107988,Female,68,Debit Card
C107989,Female,50,Credit Card
C107991,Female,30,Credit Card
C107992,Male,36,Credit Card
C107996,Female,55,Cash
C107997,Male,65,Cash
C107998,Female,34,Credit Card
C108001,Female,65,Credit Card
C108003,Male,45,Cash
C108005,Female,47,Cash
C108007,Male,49,Debit Card
C108012,Male,43,Debit Card
C108013,Female,29,Debit Card
C108016,Female,52,Credit Card
C108019,Female,52,Debit Card
C108022,Female,51,Cash
C108027,Male,24,Debit Card
C108028,Female,54,Credit Card
C108029,Female,67,Credit Card
C108031,Female,66,Debit Card
C108032,Female,50,Cash
C108034,Female,65,Cash
C108038,Male,48,Cash
C108041,Female,28,Credit Card
C108044,Male,47,Credit Card
C108047,Female,61,Credit Card
C108048,Female,59,Credit Card
C108049,Female,20,Cash
C108051,Male,39,Debit Card
C108055,Female,31,Cash
C108056,Male,53,Debit Card
C108059,Male,31,Cash
C108062,Female,54,Cash
C108064,Female,30,Credit Card
C108065,Female,20,Cash
C108067,Female,25,Cash
C108070,Male,44,Cash
C108072,Female,45,Debit Card
C108073,Female,43,Credit Card
C108078,Female,20,Debit Card
C108079,Male,59,Credit Card
C108082,Male,59,Credit Card
C108085,Female,18,Cash
C108087,Female,26,Cash
C108091,Female,20,Credit Card
C108099,Female,47,Credit Card
C108101,Female,46,Credit Card
C108103,Male,57,Debit Card
C108106,Female,50,Credit Card
C108108,Female,59,Debit Card
C108111,Male,41,Credit Card
C108119,Female,46,Credit Card
C108123,Female,25,Cash
C108126,Male,23,Credit Card
C108130,Male,59,Credit Card
C108131,Male,59,Cash
C108133,Female,58,Cash
C108141,Female,20,Credit Card
C108143,Female,67,Cash
C108146,Male,36,Cash
C108149,Female,18,Cash
C108163,Female,32,Cash
C108168,Male,56,Debit Card
C108169,Female,22,Cash
C108171,Female,56,Cash
C108173,Male,63,Credit Card
C108174,Male,63,Cash
C108176,Female,59,Credit Card
C108181,Female,64,Cash
C108182,Female,66,Cash
C108183,Female,42,Cash
C108185,Male,69,Cash
C108194,Male,27,Cash
C108196,Male,38,Credit Card
C108208,Female,28,Cash
C108212,Male,50,Debit Card
C108215,Female,33,Cash
C108217,Female,44,Cash
C108219,Female,55,Credit Card
C108225,Male,34,Cash
C108229,Female,38,Cash
C108231,Female,31,Cash
C108233,Female,19,Cash
C108235,Female,64,Credit Card
C108237,Female,47,Credit Card
C108238,Male,33,Credit Card
C108243,Female,40,Cash
C108245,Male,53,Debit Card
C108246,Male,35,Credit Card
C108249,Female,44,Cash
C108253,Female,51,Credit Card
C108254,Female,58,Cash
C108255,Female,32,Cash
C108256,Male,19,Credit Card
C108259,Male,19,Credit Card
C108260,Male,49,Cash
C108263,Female,69,Cash
C108265,Female,58,Cash
C108266,Male,35,Debit Card
C108268,Male,62,Cash
C108269,Female,26,Credit Card
C108277,Male,53,Cash
C108278,Female,66,Credit Card
C108281,Female,37,Credit Card
C108296,Female,39,Cash
C108301,Male,22,Debit Card
C108312,Male,52,Credit Card
C108318,Female,36,Cash
C108319,Female,61,Cash
C108320,Male,18,Credit Card
C108322,Female,39,Credit Card
C108324,Female,64,Cash
C108325,Female,39,Credit Card
C108327,Female,69,Cash
C108330,Female,64,Cash
C108333,Male,58,Credit Card
C108336,Female,39,Credit Card
C108337,Female,39,Debit Card
C108345,Female,55,Credit Card
C108350,Female,45,Cash
C108351,Female,30,Cash
C108358,Female,55,Credit Card
C108362,Female,44,Cash
C108366,Female,63,Cash
C108367,Male,52,Debit Card
C108368,Male,68,Debit Card
C108371,Male,31,Cash
C108373,Female,47,Cash
C108375,Female,55,Credit Card
C108377,Male,61,Debit Card
C108379,Male,49,Cash
C108381,Female,44,Credit Card
C108383,Male,59,Credit Card
C108387,Female,41,Cash
C108388,Female,39,Debit Card
C108389,Male,56,Debit Card
C108392,Male,47,Debit Card
C108396,Male,47,Debit Card
C108398,Female,22,Credit Card
C108399,Female,64,Debit Card
C108400,Female,44,Credit Card
C108408,Male,20,Cash
C108410,Female,23,Debit Card
C108412,Male,24,Credit Card
C108419,Male,19,Cash
C108424,Female,36,Cash
C108431,Female,60,Cash
C108438,Female,62,Credit Card
C108441,Female,30,Credit Card
C108444,Female,65,Credit Card
C108445,Female,27,Cash
C108450,Male,48,Cash
C108451,Female,28,Credit Card
C108452,Female,27,Cash
C108453,Female,66,Debit Card
C108455,Female,56,Cash
C108465,Male,35,Debit Card
C108467,Female,19,Credit Card
C108468,Female,67,Debit Card
C108469,Male,20,Debit Card
C108474,Female,61,Cash
C108485,Male,63,Debit Card
C108487,Female,26,Cash
C108493,Female,36,Cash
C108497,Female,49,Cash
C108508,Female,51,Cash
C108510,Female,31,Cash
C108524,Male,65,Cash
C108525,Female,33,Credit Card
C108526,Female,26,Credit Card
C108527,Female,62,Debit Card
C108530,Female,28,Cash
C108532,Male,19,Credit Card
C108537,Male,26,Credit Card
C108540,Male,64,Cash
C108544,Female,63,Cash
C108549,Female,32,Cash
C108553,Male,30,Cash
C108554,Female,64,Cash
C108555,Female,59,Cash
C108556,Female,18,Cash
C108560,Male,67,Debit Card
C108561,Female,44,Cash
C108563,Male,25,Credit Card
C108565,Female,20,Cash
C108567,Female,36,Credit Card
C108572,Male,57,Cash
C108581,Male,60,Cash
C108589,Female,30,Cash
C108591,Female,28,Credit Card
C108593,Male,26,Credit Card
C108595,Male,39,Cash
C108596,Female,27,Debit Card
C108599,Male,64,Cash
C108600,Female,59,Debit Card
C108602,Female,37,Credit Card
C108604,Female,39,Debit Card
C108606,Female,39,Credit Card
C108607,Female,48,Debit Card
C108614,Female,34,Credit Card
C108616,Female,20,Cash
C108625,Male,59,Cash
C108627,Female,38,Credit Card
C108631,Female,47,Credit Card
C108633,Male,27,Debit Card
C108638,Female,57,Debit Card
C108639,Male,46,Debit Card
C108640,Female,19,Credit Card
C108643,Male,69,Cash
C108644,Female,38,Debit Card
C108645,Male,48,Cash
C108654,Male,62,Credit Card
C108656,Female,23,Cash
C108659,Male,23,Credit Card
C108662,Female,41,Cash
C108674,Female,56,Debit Card
C108677,Female,20,Credit Card
C108683,Male,59,Debit Card
C108685,Female,48,Debit Card
C108689,Female,64,Credit Card
C108690,Female,23,Cash
C108695,Male,36,Credit Card
C108698,Male,25,Cash
C108702,Female,40,Credit Card
C108704,Female,61,Cash
C108705,Male,27,Credit Card
C108707,Male,28,Cash
C108711,Male,20,Credit Card
C108713,Male,66,Credit Card
C108716,Female,52,Cash
C108720,Female,51,Debit Card
C108727,Male,20,Credit Card
C108729,Female,36,Credit Card
C108731,Female,67,Cash
C108733,Female,46,Cash
C108735,Female,35,Credit Card
C108738,Male,68,Cash
C108746,Female,40,Credit Card
C108749,Male,36,Debit Card
C108752,Female,41,Cash
C108755,Female,56,Cash
C108756,Female,45,Credit Card
C108757,Female,35,Credit Card
C108759,Female,38,Credit Card
C108760,Male,49,Cash
C108763,Female,52,Debit Card
C108765,Female,47,Cash
C108770,Male,20,Cash
C108771,Male,27,Debit Card
C108776,Male,28,Cash
C108778,Female,18,Credit Card
C108780,Male,47,Debit Card
C108785,Female,61,Credit Card
C108787,Female,64,Credit Card
C108789,Male,56,Cash
C108791,Female,67,Debit Card
C108792,Male,51,Cash
C108794,Male,34,Cash
C108796,Female,23,Debit Card
C108797,Male,43,Credit Card
C108798,Female,24,Credit Card
C108801,Female,51,Credit Card
C108803,Male,31,Credit Card
C108808,Female,26,Credit Card
C108815,Male,33,Cash
C108820,Female,55,Debit Card
C108821,Male,62,Credit Card
C108822,Male,64,Credit Card
C108825,Female,32,Debit Card
C108827,Female,32,Credit Card
C108828,Male,37,Credit Card
C108829,Female,47,Cash
C108834,Male,44,Cash
C108843,Female,45,Credit Card
C108844,Male,62,Cash
C108849,Female,27,Debit Card
C108851,Male,38,Credit Card
C108852,Male,37,Debit Card
C108855,Female,29,Credit Card
C108856,Female,39,Debit Card
C108858,Female,55,Credit Card
C108860,Female,42,Debit Card
C108861,Female,56,Cash
C108862,Female,51,Debit Card
C108864,Male,52,Debit Card
C108872,Male,41,Debit Card
C108873,Female,18,Cash
C108876,Male,36,Credit Card
C108882,Female,58,Debit Card
C108885,Female,23,Debit Card
C108888,Female,42,Credit Card
C108894,Female,41,Debit Card
C108902,Male,33,Debit Card
C108914,Male,46,Cash
C108920,Female,65,Cash
C108927,Male,65,Credit Card
C108930,Female,33,Debit Card
C108931,Male,18,Cash
C108933,Female,42,Cash
C108934,Female,56,Credit Card
C108938,Male,43,Cash
C108942,Female,68,Cash
C108945,Male,47,Debit Card
C108946,Female,22,Cash
C108948,Female,65,Debit Card
C108951,Female,32,Credit Card
C108952,Female,64,Credit Card
C108956,Male,45,Credit Card
C108959,Female,30,Cash
C108961,Male,65,Cash
C108963,Male,63,Cash
C108964,Male,42,Cash
C108971,Male,28,Debit Card
C108981,Male,,Debit Card
C108982,Female,37,Cash
C108984,Male,39,Debit Card
C108986,Female,58,Credit Card
C108988,Female,40,Cash
C108993,Female,31,Cash
C108996,Female,39,Cash
C109006,Female,44,Cash
C109016,Female,20,Credit Card
C109018,Female,26,Cash
C109019,Male,41,Cash
C109022,Male,27,Credit Card
C109025,Female,26,Cash
C109027,Female,46,Cash
C109031,Female,24,Cash
C109033,Female,26,Cash
C109038,Female,35,Credit Card
C109041,Female,32,Credit Card
C109042,Female,62,Cash
C109043,Male,57,Cash
C109051,Male,30,Cash
C109058,Male,44,Cash
C109079,Female,45,Credit Card
C109080,Male,47,Debit Card
C109083,Female,68,Debit Card
C109085,Male,42,Cash
C109086,Female,37,Cash
C109087,Female,69,Credit Card
C109090,Female,67,Debit Card
C109091,Male,61,Cash
C109092,Female,34,Credit Card
C109093,Male,37,Cash
C109095,Female,60,Credit Card
C109097,Female,55,Cash
C109099,Female,60,Cash
C109100,Female,38,Credit Card
C109101,Female,45,Cash
C109102,Male,43,Cash
C109110,Female,40,Credit Card
C109116,Female,50,Cash
C109118,Female,43,Cash
C109119,Male,38,Credit Card
C109124,Female,25,Credit Card
C109130,Female,43,Credit Card
C109131,Male,49,Debit Card
C109140,Male,48,Cash
C109143,Female,37,Cash
C109145,Female,32,Credit Card
C109148,Male,64,Cash
C109149,Female,51,Cash
C109158,Female,35,Debit Card
C109167,Male,26,Cash
C109171,Female,47,Credit Card
C109173,Male,34,Cash
C109175,Male,18,Cash
C109177,Male,64,Cash
C109179,Female,23,Cash
C109182,Male,57,Credit Card
C109185,Male,54,Cash
C109187,Female,32,Cash
C109197,Female,68,Cash
C109198,Male,45,Credit Card
C109201,Female,23,Credit Card
C109207,Male,50,Cash
C109210,Male,36,Cash
C109214,Female,66,Credit Card
C109220,Male,65,Credit Card
C109226,Female,40,Cash
C109228,Male,45,Credit Card
C109229,Female,46,Cash
C109230,Female,63,Cash
C109231,Female,48,Cash
C109237,Male,41,Debit Card
C109240,Female,51,Credit Card
C109241,Female,56,Debit Card
C109245,Male,24,Credit Card
C109251,Female,25,Cash
C109254,Male,66,Credit Card
C109256,Male,57,Debit Card
C109260,Female,44,Credit Card
C109262,Male,68,Debit Card
C109264,Female,21,Debit Card
C109270,Female,36,Debit Card
C109271,Female,36,Credit Card
C109275,Female,50,Credit Card
C109276,Male,31,Credit Card
C109283,Female,20,Cash
